Uniprot_Id,Protein_Name,Gene_Name,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74
P11226,"Mannose-binding protein C, MBP-C (Collectin-1) (MBP1) (Mannan-binding protein) (Mannose-binding lectin)",MBL2,0.4432825493,0.4500122436,0.3877408025,0.465511592,0.4305413993,0.5297601597,0.3995264229,0.4954367203,0.4964601741,0.4620747565,0.3575418284,0.4284450222,0.452477495,0.5133557402,0.4582003738,0.4576387161,0.4584288929,0.4615547748,0.3826476228,0.3913468616,0.4626288603,0.4540697377,0.4069508538,0.4051772198,0.4756683227,0.3942158957,0.4495615794,0.4827594005,0.469327369,0.4416820136,0.3917870831,0.4458397259,0.4918522246,0.4603919198,0.4520886056,0.4118382476,0.4309275297,0.5213748634,0.4629900536,0.537101388,0.5504844725,0.380567946,0.4294499534,0.4501178484,0.4277989937,0.4617254299,0.3998329233,0.417878612,0.3973996267,0.3419645872,0.3562604938,0.3799751524,0.4426743629,0.4978100644,0.43291429,0.5875540067,0.3924803708,0.3692647925,0.3889674823,0.5760671564,0.4481133378,0.4362057116,0.4959026416,0.5087438577,0.5085883698,0.4694761999,0.4304806057,0.3489550097,0.4860650621,0.5610314784,0.4530804623,0.4464079046,0.413723022,0.4807840322
P12259,"Coagulation factor V (Activated protein C cofactor) (Proaccelerin, labile factor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain ]",F5,0.4516578097,0.4172880562,0.4092661528,0.4525194015,0.3190156711,0.4035095725,0.4359232158,0.5051923177,0.3993446247,0.4076355594,0.4162385252,0.4230006957,0.4553788066,0.4047800576,0.4397062586,0.397058823,0.4510011393,0.4471817504,0.3501525907,0.4993714537,0.4581397518,0.404537434,0.436095385,0.3876374603,0.4297420782,0.4922817321,0.4639994708,0.4754735051,0.4380709567,0.3780711879,0.4969866496,0.5090578173,0.4907058993,0.4539154704,0.4607797243,0.4344160744,0.3979683563,0.4040487285,0.5734156563,0.4508573147,0.4948231091,0.4643060391,0.4741753536,0.3890042353,0.4492085185,0.4827401425,0.3539603164,0.4624360473,0.3211682264,0.2721245604,0.5671021539,0.4333754647,0.4915900718,0.3771560942,0.4988619306,0.5169503395,0.3737865557,0.5558946801,0.5483417495,0.5676992873,0.4437771542,0.4741503318,0.5396077072,0.5021218884,0.4792610912,0.485955278,0.4662834416,0.3872961055,0.4168043008,0.4672916383,0.5497148986,0.4263990534,0.5030215215,0.4691677329
P12814,Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1),ACTN1,0.4342941523,0.4291135785,0.4090214949,0.3946628303,0.4317275501,0.5194647282,0.3081957983,0.6561351779,0.4660617713,0.331898141,0.4403634037,0.3736144374,0.5042244001,0.3791997385,0.3911795069,0.5152028801,0.2773297111,0.4527167959,0.3415384447,0.3613174121,0.4071520456,0.4235063536,0.5276184539,0.408125388,0.5001545217,0.3181040696,0.4105533191,0.5147926306,0.4864367278,0.4677357249,0.3917423032,0.3177524416,0.4520886056,0.4691199948,0.4240265229,0.5126532303,0.4791278448,0.4692655147,0.2854262731,0.3776401886,0.4821541977,0.3878610251,0.4302523048,0.5001885622,0.4519083671,0.4066782625,0.5863134258,0.3994267467,0.3628476767,0.4119163645,0.6455072069,0.4532699208,0.5898385201,0.2626379646,0.5571161386,0.6356775612,0.2788314616,0.6587155455,0.605307096,0.3796209817,0.6588599804,0.3970189508,0.411152419,0.5359796098,0.4214924693,0.5421052791,0.3694292992,0.223666873,0.4465001937,0.3946408557,0.4831836866,0.4131003243,0.5036691054,0.4587135586
P13598,"Intercellular adhesion molecule 2, ICAM-2 (CD antigen CD102)",ICAM2,0.5138265439,0.429760319,0.4638167233,0.4740381743,0.445430358,0.4606397647,0.479476184,0.4931507151,0.4717874981,0.4222814368,0.4557862759,0.4623164985,0.4904627333,0.4961837134,0.4343406699,0.4868717279,0.4550838338,0.4730277399,0.4474287138,0.4996406587,0.4106596449,0.4454847415,0.4249102884,0.4613531242,0.4734940004,0.4925797563,0.4495196178,0.4533923853,0.470595469,0.4502447884,0.4575004407,0.4414955567,0.4400539875,0.4442156126,0.4350427051,0.3681864805,0.4771755997,0.5039362761,0.3884266989,0.4283398386,0.4521885573,0.4669614722,0.4679452572,0.4314171167,0.4338286378,0.4621022194,0.4389435336,0.4143579254,0.4265497946,0.3623761271,0.4556743897,0.482578077,0.4393531728,0.3889808409,0.4697286559,0.4446552238,0.4251661349,0.4771216231,0.418711249,0.5199075264,0.4520886056,0.4548518564,0.4787706226,0.4392442024,0.4874937475,0.4626678213,0.3994987565,0.3347818644,0.4164655907,0.4502675725,0.4159273163,0.4412979589,0.4068900284,0.4307940121
P13671,Complement component C6,C6,0.4477856987,0.4503902066,0.4396273619,0.4768365166,0.4255591946,0.4578585783,0.386626653,0.4716185499,0.4254747714,0.4554271889,0.4252103809,0.4075777218,0.3809141491,0.4831272349,0.4695134614,0.4519729559,0.3885344148,0.4449199195,0.3607380788,0.4118619472,0.4700401404,0.4658006695,0.4045315007,0.4612658191,0.4568420411,0.488072674,0.4742939191,0.4754233597,0.4817106197,0.4424973453,0.448910257,0.4163849309,0.4722830863,0.4880238509,0.4720761306,0.3400112571,0.4415505844,0.4310345675,0.4522042553,0.4352076525,0.4662714054,0.447782715,0.4702862222,0.4481140339,0.4091715242,0.4713113035,0.3345699925,0.4606263723,0.4098014097,0.3441252797,0.4742158022,0.4685744308,0.4535115611,0.424283217,0.4796599147,0.4690087528,0.3343950432,0.4591039737,0.4632479683,0.4669920883,0.4366905858,0.4142665517,0.489214795,0.4369057464,0.4539141481,0.4727347676,0.4336428728,0.3386014906,0.4437297213,0.4607326982,0.4435001171,0.4712736691,0.481689124,0.4754302763
P13796,"Plastin-2 (L-plastin) (LC64P) (Lymphocyte cytosolic protein 1, LCP-1)",LCP1,0.452052463,0.4356271316,0.4391633127,0.4073948048,0.4084425346,0.4104067142,0.3905427726,0.5748266433,0.4589198361,0.3914401934,0.4148601929,0.4698734977,0.3989457673,0.4163928308,0.3899543189,0.4178833608,0.3934531029,0.4281112262,0.4092884622,0.6041244925,0.5189343874,0.4055674654,0.5991698992,0.4085761284,0.4175222714,0.6683806846,0.4032786419,0.4192139911,0.4450636901,0.4504923621,0.5419114785,0.4571558311,0.4479258073,0.537417653,0.411435186,0.4651571881,0.3782268793,0.6269629125,0.5279792022,0.288733596,0.5980208615,0.3852332626,0.4246507463,0.5358654181,0.486824261,0.3901662924,0.4394701448,0.4022094546,0.4517840038,0.3822003321,0.6160468175,0.4520886056,0.240249768,0.3807472606,0.6459687884,0.5698266174,0.4771191819,0.6354976617,0.6025090588,0.6456148211,0.5760544082,0.339284573,0.544339274,0.4856727144,0.4747781152,0.2995684209,0.4093030413,0.4810819208,0.4081719182,0.3689844667,0.4862052928,0.4431213653,0.5306303633,0.3655608838
P14151,"L-selectin (CD62 antigen-like family member L) (Leukocyte adhesion molecule 1, LAM-1) (Leukocyte surface antigen Leu-8) (Leukocyte-endothelial cell adhesion molecule 1, LECAM1) (Lymph node homing receptor) (TQ1) (gp90-MEL) (CD antigen CD62L)",SELL,0.4992852674,0.3908759901,0.4617072272,0.4488862184,0.4267918757,0.4557421317,0.4660299007,0.5073208684,0.5075308076,0.4885384258,0.4566279315,0.4515261908,0.5383480717,0.4736684751,0.3782167756,0.4506199124,0.4614144243,0.4572316425,0.4459840253,0.5250504276,0.4328468192,0.4728885264,0.4779141844,0.4613122349,0.4491657305,0.4559602759,0.4330121396,0.4476652345,0.4625423053,0.4228473098,0.4520886056,0.4223065264,0.4595822026,0.4303471453,0.4618803457,0.3810664161,0.4516210568,0.3934274708,0.4228590409,0.4761697764,0.4119450481,0.4684343018,0.4585667503,0.4536813908,0.4222618397,0.4157114775,0.3658641293,0.4367143531,0.3889055338,0.3446492124,0.4762335855,0.4847753869,0.4347616333,0.3405693659,0.4550916997,0.4254378489,0.3604143886,0.4927350408,0.4802418248,0.5437851999,0.4469148509,0.4811997065,0.4618086029,0.4260341686,0.4967274804,0.4699804338,0.4188790105,0.3230087888,0.3958319397,0.469002616,0.4316794729,0.403385684,0.4364076493,0.458719458
P14174,"Macrophage migration inhibitory factor, MIF, EC 5.3.2.1 (Glycosylation-inhibiting factor, GIF) (L-dopachrome isomerase) (L-dopachrome tautomerase, EC 5.3.3.12) (Phenylpyruvate tautomerase)",MIF,0.4318159296,0.5284097268,0.3868533455,0.4983496273,0.4260725702,0.5046086106,0.5261632548,0.5225801111,0.4170789307,0.4015370184,0.4082534807,0.4661378539,0.3713984968,0.4603818839,0.5206330238,0.4460988273,0.3985673884,0.40816298,0.3644629917,0.4339325903,0.4116693503,0.4192103294,0.4503799455,0.4486027272,0.4448933041,0.4474456742,0.4727232738,0.4279686476,0.4145658304,0.5142256726,0.4621514494,0.4141351108,0.4792695674,0.4143615872,0.4574667392,0.3068782532,0.4293946884,0.5048694751,0.3563514946,0.4875120562,0.5037078248,0.4384373332,0.5282646816,0.4878353057,0.5738771022,0.4308433565,0.5180582166,0.4378605428,0.3790724764,0.3851680761,0.4135922168,0.4350517238,0.4520886056,0.4639728894,0.4753937607,0.4898563778,0.3843570663,0.4662796443,0.5781510205,0.4647361568,0.6315174956,0.4313117593,0.3966100575,0.402779464,0.4267218959,0.4373702777,0.4141327968,0.3300242671,0.4368854373,0.4275013276,0.4162662341,0.4193676482,0.4457814434,0.398341446
P14625,"Endoplasmin (94 kDa glucose-regulated protein, GRP-94) (Heat shock protein 90 kDa beta member 1) (Tumor rejection antigen 1) (gp96 homolog)",HSP90B1,0.4757982124,0.4331927511,0.4710439971,0.5093014919,0.4367324859,0.4533892321,0.4507065056,0.3944065431,0.4241951998,0.4521857626,0.4385670746,0.4431275021,0.3983987114,0.5310019273,0.4517150897,0.4721360067,0.497703976,0.4645664627,0.4310132074,0.4248648219,0.4157610126,0.4810537458,0.4529440606,0.4028642603,0.4745472566,0.4217864589,0.5145898453,0.4563590995,0.4615470943,0.4408825898,0.4644880227,0.4121919098,0.4512331506,0.3937045757,0.4597606442,0.3696507322,0.442634389,0.5267648976,0.438148565,0.4625968583,0.4133757339,0.4496034769,0.4606483427,0.3898874923,0.3934417448,0.5228185008,0.6229479261,0.4144299734,0.429577171,0.3646836619,0.4546482573,0.4621139897,0.5342349645,0.4105302976,0.4319096534,0.4312617305,0.3951871699,0.4980207157,0.6377573227,0.5202584084,0.6509242972,0.4558923429,0.4821157157,0.4250160378,0.4709396018,0.473288367,0.4431975497,0.2725970932,0.5450241195,0.4736582019,0.4070419563,0.4725537153,0.4489426836,0.4939601272
P15151,"Poliovirus receptor (Nectin-like protein 5, NECL-5) (CD antigen CD155)",PVR,0.5026368363,0.4765741943,0.4605360835,0.4637721818,0.430106804,0.4527431231,0.4838926385,0.4579037057,0.4498681048,0.4571790613,0.4554199285,0.4456508936,0.4526062555,0.5016384721,0.4486793984,0.4632056656,0.4920401257,0.4608010165,0.3971041878,0.4679494615,0.4947569945,0.458436352,0.4368387842,0.4123257325,0.4648567905,0.4390053084,0.4322709103,0.4455481437,0.4374754507,0.465604733,0.4826218822,0.4271270597,0.463122215,0.4421855218,0.4515343959,0.3873510315,0.5000677929,0.433252642,0.4685113338,0.4029325108,0.4199190778,0.4347676006,0.4622593348,0.4691890252,0.432353028,0.4920490766,0.3705796167,0.4579058757,0.4577777829,0.3916284759,0.5009051087,0.4453353564,0.470304158,0.4314096576,0.4373785505,0.4134524607,0.3667450893,0.4601868629,0.5050272007,0.5161098366,0.446868808,0.4375819121,0.4395879983,0.4033731392,0.4520886056,0.4630065992,0.4488773353,0.3100149327,0.3998616747,0.4491891927,0.3895055534,0.4685324904,0.4118278049,0.4595211059
P15169,"Carboxypeptidase N catalytic chain, CPN, EC 3.4.17.3 (Anaphylatoxin inactivator) (Arginine carboxypeptidase) (Carboxypeptidase N polypeptide 1) (Carboxypeptidase N small subunit) (Kininase-1) (Lysine carboxypeptidase) (Plasma carboxypeptidase B) (Serum carboxypeptidase N, SCPN)",CPN1,0.4850046519,0.4403669299,0.3142724409,0.4338106682,0.3703453422,0.3942814,0.3952470121,0.5227369595,0.4604921427,0.3990205234,0.4114151354,0.4053154841,0.4502421438,0.4342405148,0.4431563552,0.4236205454,0.4046634247,0.4453532921,0.319485322,0.4413735668,0.5222418121,0.4431874799,0.4735173269,0.2893557852,0.3850718752,0.5309484592,0.4566400695,0.4437388417,0.4624863622,0.4903725462,0.4504195344,0.4168066742,0.4901474854,0.5306538255,0.4812464953,0.4005051222,0.4782962928,0.4453135216,0.4855948687,0.4520886056,0.5147482829,0.3931665385,0.4512287769,0.4610065482,0.4096492784,0.4679761107,0.3738615534,0.4679032829,0.394139135,0.3959216521,0.5327611517,0.4592831612,0.4548462959,0.4003420396,0.5543480056,0.5007396527,0.321376267,0.517772805,0.4990341676,0.5089814634,0.4648617407,0.4054198434,0.5473768834,0.4949172969,0.4319774972,0.4484963796,0.4607975583,0.3951785919,0.4545633255,0.4709996834,0.4706113365,0.4242640607,0.4799238645,0.4606908934
P16070,"CD44 antigen (CDw44) (Epican) (Extracellular matrix receptor III, ECMR-III) (GP90 lymphocyte homing/adhesion receptor) (HUTCH-I) (Heparan sulfate proteoglycan) (Hermes antigen) (Hyaluronate receptor) (Phagocytic glycoprotein 1, PGP-1) (Phagocytic glycoprotein I, PGP-I) (CD antigen CD44)",CD44,0.5116963996,0.5129309455,0.4851286422,0.4674410572,0.374994215,0.4501718589,0.5051765519,0.4705552239,0.4606187776,0.3277119094,0.3930025404,0.4512910235,0.4514601102,0.4738446789,0.4645496459,0.4535478393,0.4853144412,0.4839968283,0.4815695752,0.5085885393,0.4306601216,0.4630567446,0.3914159938,0.4805439515,0.4738094178,0.41384925,0.4501159158,0.4529202593,0.4463926813,0.4820147468,0.4702852051,0.402768873,0.4417108191,0.476910904,0.4616012065,0.2909612169,0.4708082224,0.4147865175,0.4197843057,0.4663039541,0.3922788061,0.4620688231,0.4624479479,0.4601759794,0.4154362713,0.4318118716,0.4081166744,0.4813721808,0.3736159801,0.3131084513,0.4895276018,0.4514782154,0.4395608404,0.4305550842,0.4494587707,0.4128183371,0.3481861395,0.4526989958,0.4239915669,0.4644509826,0.4277384671,0.5232991369,0.421926215,0.3380951546,0.4992228484,0.4570545571,0.4184666928,0.3231696676,0.4476510283,0.4383966134,0.3912031387,0.4608954417,0.4155708739,0.4688682508
P17936,"Insulin-like growth factor-binding protein 3, IBP-3, IGF-binding protein 3, IGFBP-3",IGFBP3,0.465633281,0.4882831896,0.4270056123,0.505774872,0.4152252132,0.5100562493,0.3673812388,0.5840108073,0.5003121117,0.4222208826,0.5318811157,0.4759118278,0.5601890769,0.5244039287,0.509964706,0.4582401103,0.5085769099,0.3352564654,0.4424122779,0.5517926598,0.4292798863,0.4903807512,0.3586654374,0.4938982507,0.4533615996,0.4743622375,0.4500545635,0.4708805416,0.4520886056,0.4711972135,0.4420610907,0.4153656474,0.4752947583,0.389828057,0.4920997305,0.3735323366,0.4510401299,0.288903358,0.3443374906,0.4284231091,0.3451014362,0.4813532958,0.4908133102,0.4190774221,0.3662458987,0.3959647113,0.363473909,0.4000256389,0.2961552807,0.3496923061,0.4800050329,0.4612462559,0.5013690636,0.409554209,0.3991213269,0.4416800673,0.3590053002,0.4099131942,0.4627902181,0.4732745677,0.4424650276,0.475318424,0.4417439442,0.3269258239,0.5291839795,0.5067080031,0.4234569202,0.3548374366,0.3817348176,0.4832911652,0.4635245307,0.3698094411,0.4236518735,0.4012847319
P18065,"Insulin-like growth factor-binding protein 2, IBP-2, IGF-binding protein 2, IGFBP-2",IGFBP2,0.4565930095,0.5039164078,0.4706261869,0.4014373718,0.4306897545,0.3465821317,0.6125933983,0.4583106326,0.4851885522,0.4547057023,0.4522500034,0.4311382148,0.4069183729,0.439413388,0.3450571564,0.4468897612,0.450388274,0.4953921014,0.4598330312,0.4970945351,0.527680093,0.4938558018,0.4318780879,0.4557015136,0.465776631,0.3548699175,0.4562410764,0.5008280768,0.5179472119,0.4831522229,0.4841174281,0.4114420348,0.4130934077,0.487084922,0.4711915853,0.2788993053,0.4533291865,0.4760738255,0.4414801639,0.4738580036,0.4186800565,0.5119029145,0.445332644,0.4908060545,0.4335496682,0.4546340512,0.3315900555,0.5019358182,0.3992751875,0.3543239127,0.4702383824,0.4735079692,0.4037933567,0.5070935698,0.404374487,0.3710878599,0.3590206931,0.4339126542,0.4451259597,0.4507186435,0.4504887004,0.4508480247,0.4958732122,0.4143201554,0.4761641482,0.4442039493,0.4685092316,0.3084718691,0.4636720849,0.3685498735,0.3949887498,0.4041583092,0.3293408711,0.4212716805
P18206,"Vinculin (Metavinculin, MV)",VCL,0.3677542098,0.3477905369,0.2448794844,0.4443247525,0.3713362813,0.5535057735,0.5100626573,0.6686678253,0.383264777,0.3063597283,0.471910539,0.234282367,0.5542520886,0.2910650338,0.4149886544,0.5139711483,0.2760994712,0.2637604547,0.3409230705,0.4514742824,0.2725378952,0.4613702462,0.6078822084,0.4610431316,0.5223533254,0.3678331574,0.4527029288,0.4968882915,0.5166646906,0.4530478096,0.3536508662,0.4645198096,0.5501899404,0.359975625,0.241706391,0.4491227052,0.4800411416,0.3942707878,0.3841083313,0.3662046364,0.5129914319,0.3464310175,0.352517696,0.2957809365,0.4452806,0.3296613065,0.4679697705,0.2954743004,0.3913932775,0.3230942631,0.5832460819,0.4958501907,0.5706782072,0.340116837,0.5746151784,0.5834973173,0.3310541205,0.6154929808,0.6007551235,0.3936322904,0.6083281259,0.3582688515,0.4527330364,0.5417345966,0.5032565842,0.5636997615,0.4217918837,0.3199623303,0.4948766449,0.3405026749,0.4656035463,0.3652203767,0.5266357877,0.5097882309
P18428,"Lipopolysaccharide-binding protein, LBP",LBP,0.4309293033,0.3950027949,0.3558110841,0.5437791987,0.5499385016,0.4390423262,0.5045272049,0.6420886758,0.3842801615,0.4272366743,0.3947916097,0.3702838048,0.5035119561,0.3931591091,0.3678996788,0.415495838,0.3676319656,0.4364845795,0.3461235677,0.6463962277,0.4685854838,0.3870364278,0.6827114454,0.4000406588,0.4133136201,0.6534349564,0.538644299,0.4121784835,0.481376385,0.3899058687,0.4079811225,0.4489996303,0.3801202316,0.4599682779,0.4566097246,0.5883099847,0.3883735021,0.5759928708,0.6011563543,0.4100506787,0.627008379,0.4062963491,0.4108334076,0.4162556176,0.4687516179,0.3608315886,0.3335477254,0.4171007315,0.4331524721,0.4105128239,0.4899434795,0.4551775809,0.4325066512,0.3838382151,0.5931362818,0.4964103677,0.3630933178,0.4636068858,0.5976158673,0.7446909223,0.6109489759,0.4902720859,0.5913827195,0.4390279908,0.3918216322,0.4162939301,0.5396497154,0.5061875287,0.4185412837,0.4470111748,0.599482333,0.5092481256,0.571647481,0.4028484606
P18669,"Phosphoglycerate mutase 1, EC 5.4.2.11, EC 5.4.2.4 (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B, PGAM-B)",PGAM1,0.4219186881,0.4599322708,0.3985282706,0.4671037732,0.3699009505,0.4558887026,0.387182558,0.5141921406,0.4392421342,0.4021917817,0.3951018397,0.4232255785,0.3910673156,0.4243499419,0.4802075469,0.4275405302,0.4008173526,0.3921121295,0.4139156358,0.3754130085,0.4382302759,0.4362880327,0.4529926124,0.4276815068,0.4403355678,0.4973562471,0.4194144603,0.4040110602,0.4096681634,0.5494976699,0.4344595066,0.4157027386,0.4577401145,0.5172710461,0.530135182,0.3579942895,0.4651595275,0.4832364088,0.3834229095,0.49628119,0.4790903799,0.4411722829,0.4992642124,0.5807141983,0.6493957958,0.4307452907,0.5303597003,0.47895198,0.3737443949,0.3597030973,0.4785401709,0.4377480123,0.5043567988,0.4810126531,0.4511845988,0.5260304493,0.3824788949,0.4023204254,0.5571268865,0.4951820604,0.6068168481,0.4208294545,0.4772005198,0.4269575012,0.4481743462,0.4840311401,0.404982436,0.3265017581,0.4233189696,0.4333135882,0.4079423099,0.4441684509,0.499736847,0.4075880289
P19320,"Vascular cell adhesion protein 1, V-CAM 1, VCAM-1 (INCAM-100) (CD antigen CD106)",VCAM1,0.593246032,0.5239039668,0.5462231669,0.5366732367,0.4136326272,0.4127140795,0.5009059224,0.4520007919,0.5344530749,0.4764168076,0.368602087,0.3458746039,0.3809177091,0.4734718944,0.4188626683,0.416867703,0.4819999982,0.501036592,0.4799257631,0.4541325975,0.4391999904,0.4827038642,0.4408563134,0.4241807224,0.505901812,0.4179803946,0.4633299843,0.4453543432,0.4877350149,0.4665294557,0.528042401,0.3725507893,0.4377507586,0.4558717841,0.5023745478,0.3478659753,0.5076487289,0.4424379778,0.4452974507,0.4458172131,0.3215506739,0.4365536438,0.4827937801,0.4605049588,0.4306636816,0.4877564428,0.3828615458,0.5241494384,0.52588042,0.3462809883,0.5341760717,0.4073656466,0.4520886056,0.4465661049,0.4840222909,0.4274592601,0.3590969791,0.4005831714,0.4186418117,0.5917526561,0.3732901199,0.5390449534,0.410501987,0.3688215196,0.4858672608,0.4744033981,0.4413189799,0.3118128427,0.4603133282,0.4793900655,0.3816748737,0.5078631436,0.3952120222,0.488292683
P19652,"Alpha-1-acid glycoprotein 2, AGP 2 (Orosomucoid-2, OMD 2)",ORM2,0.4417027836,0.4607572792,0.4442480257,0.4710746133,0.4559779065,0.388504409,0.430764108,0.5466477242,0.4062412917,0.4386229287,0.3870307657,0.3794524742,0.5386448754,0.4956859892,0.4860958478,0.4704096022,0.4231649989,0.4888718468,0.3786171927,0.5424993898,0.4600202541,0.4198684238,0.4725891459,0.3573672859,0.4403078675,0.5307865293,0.4308706372,0.4646526829,0.4657545927,0.4629621838,0.4343116473,0.4878942324,0.4506504268,0.4764553915,0.4238866312,0.4437018853,0.383476242,0.4606569207,0.5223981138,0.3095119194,0.521517264,0.3285036909,0.5069422183,0.4557613219,0.4440040459,0.4686199651,0.3613210739,0.445755574,0.4382670627,0.3571157114,0.4375012184,0.3792626745,0.3651740286,0.3604501922,0.5318099832,0.4764649526,0.3664243064,0.4795597935,0.488170354,0.5418423803,0.5094621673,0.3913347915,0.5367132445,0.4006228401,0.4189534657,0.4737844299,0.4737050924,0.3661442518,0.4493747882,0.4246732931,0.4535267844,0.4617250612,0.5302958574,0.4834911364
P19823,"Inter-alpha-trypsin inhibitor heavy chain H2, ITI heavy chain H2, ITI-HC2, Inter-alpha-inhibitor heavy chain 2 (Inter-alpha-trypsin inhibitor complex component II) (Serum-derived hyaluronan-associated protein, SHAP)",ITIH2,0.4854177833,0.4348639923,0.4573922501,0.4770424551,0.4455487201,0.4377907325,0.3822428828,0.5392525532,0.4127632077,0.4015051477,0.4074739728,0.43634462,0.440706352,0.445989823,0.4663361638,0.4524294517,0.4108728729,0.4446210815,0.3659561134,0.4459957903,0.511362165,0.477659389,0.4333663443,0.4600417159,0.4419742602,0.503894607,0.4567256116,0.4776123289,0.4955169732,0.4858828232,0.5083560872,0.4420198285,0.4918019436,0.4835040542,0.4969111434,0.3376568318,0.440277726,0.4448307495,0.5042773935,0.3907000575,0.460752702,0.4522034416,0.4280140462,0.4511507617,0.4297688291,0.4544582542,0.3977305133,0.515171179,0.4086803097,0.3290048395,0.5349066888,0.4719219311,0.4945083697,0.4506972495,0.4794652327,0.4936010063,0.402694261,0.4519737697,0.5087238877,0.4925208635,0.4201410533,0.4488959491,0.4502922214,0.4185142275,0.4748639963,0.491861006,0.4071433998,0.3512866085,0.4344739501,0.4815777802,0.4563361797,0.4681038305,0.4800058805,0.469878753
P19827,"Inter-alpha-trypsin inhibitor heavy chain H1, ITI heavy chain H1, ITI-HC1, Inter-alpha-inhibitor heavy chain 1 (Inter-alpha-trypsin inhibitor complex component III) (Serum-derived hyaluronan-associated protein, SHAP)",ITIH1,0.4580186434,0.4107655639,0.4473438159,0.4643415036,0.4692778561,0.4531947874,0.4046691207,0.5301807841,0.3803769257,0.4230624704,0.4217649293,0.4254804335,0.4328495994,0.4425193496,0.4501046255,0.43444903,0.391688691,0.4468726732,0.3485630604,0.4405942962,0.5119268514,0.4532379823,0.4535983916,0.4344298398,0.44449682,0.5075959729,0.4339439823,0.4621131368,0.4848674048,0.4797270125,0.483627502,0.4594877435,0.4813847595,0.5141853935,0.4835356875,0.346915078,0.4379321499,0.4413863829,0.5082279605,0.3897452611,0.4784216732,0.4285426578,0.4302782505,0.4497293658,0.4166279953,0.4552487473,0.3774997544,0.4828826788,0.4231090558,0.3159349347,0.5290831463,0.46425864,0.4803742574,0.4261420541,0.4960374476,0.5038643977,0.4090220374,0.4593141503,0.5135433022,0.507077092,0.4672782797,0.4370389588,0.4709446218,0.4213433555,0.462753872,0.4833054053,0.4104493666,0.3675009909,0.4310199545,0.4913243929,0.4657022435,0.4509824238,0.50351199,0.4608444149
P20851,C4b-binding protein beta chain,C4BPB,0.4430506397,0.4162500233,0.4086050069,0.461936221,0.4247589369,0.387940299,0.413087576,0.5315744796,0.373910173,0.3317609363,0.3795633433,0.4382539076,0.4266949077,0.4401635681,0.4680700952,0.4095618037,0.3783024194,0.4947234286,0.322837908,0.4388397846,0.4588708096,0.4537444539,0.4573878763,0.4405639174,0.4197447387,0.4770216714,0.4544803263,0.4555159859,0.5002880392,0.4380934695,0.4556203452,0.4531962793,0.4904111978,0.4522237506,0.4674102377,0.3863208645,0.4229525507,0.427683575,0.466401363,0.4750616959,0.4578406426,0.4578406426,0.4881252605,0.4557625424,0.4603262121,0.4560596173,0.3517724999,0.469254733,0.3976657888,0.3079459869,0.4398443873,0.4637384029,0.4679626844,0.4166612899,0.4686702122,0.4393571058,0.3288628117,0.4668381261,0.4847134765,0.4461191025,0.4387653972,0.4170574349,0.4481493967,0.4505959755,0.489034726,0.4954974101,0.4747374293,0.3045015185,0.4500081321,0.4546069951,0.4519534606,0.4566694312,0.4862022414,0.4989825643
P21333,"Filamin-A, FLN-A (Actin-binding protein 280, ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)",FLNA,0.4929573893,0.3573186323,0.3457700412,0.364770967,0.3989895724,0.5477861835,0.558773411,0.5801028587,0.4052408508,0.2995277011,0.5833556287,0.3722079682,0.4502657416,0.3890647259,0.289634348,0.656671418,0.3882220488,0.3547567683,0.2989545045,0.3137586119,0.3786558443,0.4520886056,0.4097631311,0.3303919574,0.4701945773,0.3235356373,0.521811084,0.587296804,0.5429811109,0.4303702006,0.2899463749,0.554318983,0.6217300276,0.272045189,0.3795186566,0.5578586563,0.6248184265,0.4846874375,0.4172439798,0.3727698829,0.5777086969,0.3959691995,0.416205256,0.3872915623,0.4998903261,0.382139032,0.6263323489,0.331295693,0.4009483951,0.5698717787,0.6535321617,0.4389869319,0.6776650037,0.4312784456,0.675133866,0.6814940894,0.3172575655,0.7526782088,0.6870774833,0.4980832025,0.714786209,0.5036413712,0.560590172,0.691132647,0.406567118,0.486791102,0.3829794671,0.4120986374,0.3486795238,0.2883041225,0.6040845525,0.3608575937,0.549637731,0.426212305
